Timestamp_setpoints,Timestamp_measures,ch4_setpoint,ch4_measure,co2/ch4_setpoint,co2/ch4_measure,threshold_low,threshold_high,Timestamp_control
2024-02-10,2024-02-10 00:35:45,0.3919756520334901,0.48923,0.8369253629021753,0.8651452282157677,0.8869253629021754,0.9369253629021754,2024-02-10 00:36:07.264759
2024-02-10 03:00:00,2024-02-10 03:05:55,0.3929102460716605,0.4268875,0.8374498501092966,0.9313929313929312,0.8874498501092967,0.9374498501092968,2024-02-10 03:06:07.339534
2024-02-10 05:00:00,2024-02-10 05:35:09,0.3935371835796086,0.3883124999999999,0.8377937013537942,1.016842105263158,0.8877937013537942,0.9377937013537944,2024-02-10 05:36:07.268300
2024-02-10 08:00:00,2024-02-10 08:05:24,0.3944832243282224,0.358625,0.8383007518814731,1.016842105263158,0.8883007518814732,0.9383007518814732,2024-02-10 08:06:07.287072
2024-02-10 10:00:00,2024-02-10 10:35:39,0.3951175748956702,0.344375,0.8386329669510431,1.0357894736842106,0.8886329669510431,0.9386329669510431,2024-02-10 10:36:09.449966
2024-02-10 13:00:00,2024-02-10 13:05:55,0.3960744223515763,0.3422999999999999,0.8391225724792526,0.9775510204081632,0.8891225724792526,0.9391225724792528,2024-02-10 13:06:07.361617
2024-02-10 15:00:00,2024-02-10 15:35:13,0.39671577649052,0.336875,0.8394431778792917,0.9775510204081632,0.8894431778792917,0.9394431778792918,2024-02-10 15:36:09.402505
2024-02-10 18:00:00,2024-02-10 18:05:32,0.3976828385247724,0.3392799999999999,0.8399154220457755,0.8891050583657588,0.8899154220457756,0.9399154220457756,2024-02-10 18:06:13.385503
2024-02-10 20:00:00,2024-02-10 20:35:50,0.3983308160565235,0.3379549999999999,0.8402245001401687,0.8891050583657588,0.8902245001401687,0.9402245001401688,2024-02-10 20:36:07.376930
2024-02-10 23:00:00,2024-02-10 23:06:05,0.3993075452532894,0.3430949999999999,0.8406795418070332,0.8183520599250937,0.8906795418070332,0.9406795418070333,2024-02-10 23:06:07.565711
