timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2024-02-01 21:36:07.236235,0.0136938058877149,2653.485169313913,2530.2409163244783,1.8623576007292347e-05,2.4949115277971587e-05,2.379032414895392e-05,4.357269128526393e-05,No,True
2024-02-02 00:06:07.222005,0.0258938058593005,2886.5294220476176,2653.485169313913,3.52155759686487e-05,2.7140289358596004e-05,2.4949115277971587e-05,6.23558653272447e-05,No,True
2024-02-02 02:36:07.254777,-0.0127461941590822,2771.813674615877,2886.5294220476176,-1.7334824056351917e-05,2.6061686606271902e-05,2.7140289358596004e-05,8.726862549919989e-06,No,True
2024-02-02 05:06:07.293550,0.0255113058140385,3001.415426942224,2771.813674615877,3.469537590709242e-05,2.822049293881132e-05,2.6061686606271902e-05,6.291586884590374e-05,No,True
2024-02-02 07:36:07.245318,0.013038805796664,3118.7646791122,3001.415426942224,1.7732775883463115e-05,2.932385694251121e-05,2.822049293881132e-05,4.705663282597433e-05,No,True
2024-02-02 10:06:07.224087,0.0445638057712947,3519.8389310538523,3118.7646791122,6.06067758489608e-05,3.3094915421540056e-05,2.932385694251121e-05,9.370169127050086e-05,No,True
2024-02-02 12:36:07.576878,-0.2937561942451324,32386.26213686352,3519.8389310538523,-0.0003995084241733,8.23680988269696e-06,3.3094915421540056e-05,-9.5e-05,Low,True
2024-02-02 15:06:07.256630,-0.0850861942691474,31620.4863884412,32386.26213686352,-0.000115717224206,0.0002973082982237,0.0003045084241733,0.0001815910740177,No,True
2024-02-02 17:36:13.374750,-0.1053111942846808,30672.68563987907,31620.4863884412,-0.0001432232242271,0.0002883967013511,0.0002973082982237,0.0001451734771239,No,True
2024-02-02 20:06:07.206168,-0.1388886943073734,29422.687391112708,30672.68563987907,-0.000188888624258,0.0002766437242603,0.0002883967013511,8.775510000231677e-05,No,False
2024-02-02 22:36:07.265942,-0.15487619432207178,28028.80164221406,29422.687391112708,-0.00021063162427801765,0.0002635378600799973,0.00027664372426034465,5.290623580197964e-05,No,False
