timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2024-02-10 23:06:07.610714,0.0223274818819394,-806.9942935981708,-1007.9416305356258,1.0212590212799104e-05,-3.915013203778023e-06,-4.889879424784905e-06,1.0212590212799104e-05,No,False
2024-02-11 01:36:07.329468,0.022625159917673,-603.3678543391138,-806.9942935981708,1.034874814634363e-05,-2.9271497149508466e-06,-3.915013203778023e-06,1.034874814634363e-05,No,False
2024-02-11 04:06:07.382242,0.0592011217138872,-70.55775891412861,-603.3678543391138,2.707859307193203e-05,-3.4230050939535684e-07,-2.9271497149508466e-06,2.707859307193203e-05,No,False
2024-02-11 06:36:07.402014,0.0594875624632412,464.8303032550429,-70.55775891412861,2.720961107068656e-05,2.255055319716774e-06,-3.4230050939535684e-07,2.720961107068656e-05,No,False
2024-02-11 09:06:07.395784,0.0693144744305512,1088.6605731300044,464.8303032550429,3.1704440604534154e-05,5.281475410727958e-06,2.255055319716774e-06,3.1704440604534154e-05,No,False
2024-02-11 11:36:07.419556,0.0799871105106555,1808.5445677259045,1088.6605731300044,3.658610434757385e-05,8.773885910268327e-06,5.281475410727958e-06,3.658610434757385e-05,No,False
2024-02-11 14:06:07.379324,0.080392043199338,2532.0729565199467,1808.5445677259045,3.677132055937721e-05,1.2283976648093757e-05,8.773885910268327e-06,3.677132055937721e-05,No,False
2024-02-11 16:36:13.203428,0.1114890095174944,3535.4740421773963,2532.0729565199467,5.099507295330194e-05,1.7151828292395672e-05,1.2283976648093757e-05,5.099507295330194e-05,No,False
2024-02-11 19:06:07.331862,0.1118778683908423,4542.374857694977,3535.4740421773963,5.117293700197129e-05,2.203665835738874e-05,1.7151828292395672e-05,5.117293700197129e-05,No,False
2024-02-11 21:36:07.323632,0.11307698070665595,5560.067684054881,4542.374857694977,5.1721410975224435e-05,2.6973844263405945e-05,2.203665835738874e-05,5.1721410975224435e-05,No,False
