timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2024-02-09 22:06:07.408997,-0.0503409277189271,711.3794999571704,1164.4478494275145,-6.846366169774088e-05,6.688670943431818e-06,1.0948598457049168e-05,-6.846366169774088e-05,No,True
2024-02-10 00:36:07.306761,-0.0972543479665098,3963.449083738444,711.3794999571704,-0.0001322659132344,-1.5411430765764863e-06,6.688670943431818e-06,-9.5e-05,Low,True
2024-02-10 03:06:07.376536,-0.0339772539283395,3657.6537983833887,3963.449083738444,-4.6209065342541725e-05,3.439070521972159e-05,3.726591323445345e-05,-4.6209065342541725e-05,No,True
2024-02-10 05:36:07.309303,0.0052246835796086,3704.6759505998666,3657.6537983833887,7.10556966826776e-06,3.483282606133555e-05,3.439070521972159e-05,7.10556966826776e-06,No,False
2024-02-10 08:06:07.324074,0.0358582243282224,4027.3999695538687,3704.6759505998666,4.876718508638253e-05,3.786720471359519e-05,3.483282606133555e-05,4.876718508638253e-05,No,False
2024-02-10 10:36:09.488969,0.0507425748956701,4484.0831436149,4027.3999695538687,6.900990185811139e-05,4.216112023531059e-05,3.786720471359519e-05,6.900990185811139e-05,No,False
2024-02-10 13:06:07.402620,0.0537744223515764,4968.052944779088,4484.0831436149,7.313321439814394e-05,4.671159539904566e-05,4.216112023531059e-05,7.313321439814394e-05,No,False
2024-02-10 15:36:09.492510,0.05984077649052,5506.619933193768,4968.052944779088,8.13834560271072e-05,5.177541487475129e-05,4.671159539904566e-05,8.13834560271072e-05,No,False
2024-02-10 18:06:13.427505,-,-15166.177331730754,,,,,-,,reselected
2024-02-10 18:06:13.431506,0.058402838524772405,-14640.551785007803,-15166.177331730754,7.942786039369048e-05,-0.0001376562486353,-0.0001425983875663,7.942786039369048e-05,No,True
2024-02-10 20:36:07.419932,0.060375816056523535,-14097.169440499092,-14640.551785007803,8.2111109836872e-05,-0.0001325471532803,-0.0001376562486353,8.2111109836872e-05,No,True
2024-02-10 23:06:07.607714,0.0562125452532895,-13591.256533219486,-14097.169440499092,7.644906154447373e-05,-0.0001277903603687571,-0.0001325471532803211,7.644906154447373e-05,No,True
