Timestamp_setpoints,Timestamp_measures,ch4_setpoint,ch4_measure,co2/ch4_setpoint,co2/ch4_measure,threshold_low,threshold_high,Timestamp_control
2024-02-07,2024-02-07 00:05:41,0.3725138103697623,0.299145,0.814834862,1.0562770562770565,0.864834862,0.914834862,2024-02-07 00:06:07.179408
2024-02-07 02:00:00,2024-02-07 02:35:51,0.372947982802464,0.3219974999999999,0.814834862,0.9414141414141414,0.864834862,0.914834862,2024-02-07 02:36:07.260183
2024-02-07 05:00:00,2024-02-07 05:06:06,0.3736144875425332,0.3081375,0.814834862,0.9414141414141414,0.864834862,0.914834862,2024-02-07 05:06:07.315957
2024-02-07 07:00:00,2024-02-07 07:35:21,0.3740686419267449,0.3167175,0.814834862,0.8349146110056925,0.864834862,0.914834862,2024-02-07 07:36:14.695150
2024-02-07 10:00:00,2024-02-07 10:05:36,0.3747640296881372,0.3544075000000001,0.814834862,0.8349146110056925,0.864834862,0.914834862,2024-02-07 10:06:07.229493
2024-02-07 12:00:00,2024-02-07 12:35:51,0.3752367455509592,0.3487025,0.814834862,0.7518115942028986,0.864834862,0.914834862,2024-02-07 12:36:14.382673
2024-02-07 15:00:00,2024-02-07 15:05:07,0.3759589911269484,0.3312000000000001,0.814834862,0.7518115942028986,0.864834862,0.914834862,2024-02-07 15:06:07.299038
2024-02-07 17:00:00,2024-02-07 17:35:25,0.3764489765865026,0.4615099999999999,0.814834862,0.7518796992481203,0.864834862,0.914834862,2024-02-07 17:36:15.470276
2024-02-07 20:00:00,2024-02-07 20:05:46,0.3771962104792672,0.4606975,0.814834862,0.8174757281553399,0.864834862,0.914834862,2024-02-07 20:06:07.121569
2024-02-07 22:00:00,2024-02-07 22:35:08,0.3777022722678567,0.4686499999999999,0.814834862,0.8174757281553399,0.864834862,0.9148348620000001,2024-02-07 22:36:07.146341
