active,ch4_error,co2/ch4_error,c2/ch4-Trlow,co2/ch4_TrHigh,final_control_signal,on_minutes_tot,on_seconds_ini,off_seconds_ini,Timestamp_control
Follower,-0.1210172138743782,-0.0736113531394423,0.0236113531394422,-0.0263886468605577,-9.5e-05,0,0,9000.0,2024-02-08 01:06:07.382125
Follower,-0.0798061681020989,-0.1266973960645161,0.076697396064516,0.026697396064516,-9.5e-05,0,0,9000.0,2024-02-08 03:36:07.415898
Follower,-0.0744739390260013,-0.1934125606804123,0.1434125606804123,0.0934125606804122,-9.5e-05,0,0,9000.0,2024-02-08 06:06:07.439670
Follower,-0.0161664116310188,-0.1934125606804123,0.1434125606804123,0.0934125606804122,-9.5e-05,0,0,9000.0,2024-02-08 08:36:07.412439
Follower,-0.0871068924626397,-0.214271167106029,0.1642711671060289,0.1142711671060289,-9.5e-05,0,0,9000.0,2024-02-08 09:51:44.875967
Follower,0.0251935748475897,-0.214271167106029,0.1642711671060289,0.1142711671060289,-9.5e-05,0,0,9000.0,2024-02-08 11:06:07.314204
Follower,0.0231991586448543,-0.1892803643374484,0.1392803643374484,0.0892803643374483,-9.5e-05,0,0,9000.0,2024-02-08 13:36:07.221969
Follower,0.0581080818620837,-0.1892803643374484,0.1392803643374484,0.0892803643374483,-9.5e-05,0,0,9000.0,2024-02-08 16:06:12.294030
Follower,0.0505583731823207,-0.1138780092871287,0.0638780092871287,0.0138780092871286,-9.5e-05,0,0,9000.0,2024-02-08 18:36:07.216510
Follower,0.0619850085856503,-0.0969604380547123,0.0469604380547122,-0.0030395619452877,-4.434970436622542e-05,1,60,8940.0,2024-02-08 21:06:07.581301
Header,0.03899422322994606,-0.0036873119181517477,-0.0463126880818483,-0.09631268808184834,5.303214359272664e-05,2,60,4440.0,2024-02-08 23:36:07.447064
