Timestamp_setpoints,Timestamp_measures,ch4_setpoint,ch4_measure,co2/ch4_setpoint,co2/ch4_measure,threshold_low,threshold_high,Timestamp_control
2024-02-02,2024-02-02 00:06:00,0.3647738058593004,0.3388799999999999,0.814834862,0.8655303030303031,0.864834862,0.914834862,2024-02-02 00:06:07.183002
2024-02-02 02:00:00,2024-02-02 02:35:09,0.3647738058409177,0.3775199999999999,0.814834862,0.8655303030303031,0.864834862,0.914834862,2024-02-02 02:36:07.220775
2024-02-02 05:00:00,2024-02-02 05:05:23,0.3647738058140387,0.3392625000000001,0.814834862,0.8621973929236498,0.864834862,0.914834862,2024-02-02 05:06:07.260548
2024-02-02 07:00:00,2024-02-02 07:35:38,0.3647738057966641,0.351735,0.814834862,0.8621973929236498,0.864834862,0.914834862,2024-02-02 07:36:07.210316
2024-02-02 10:00:00,2024-02-02 10:05:53,0.3647738057712947,0.32021,0.814834862,0.8302583025830258,0.864834862,0.914834862,2024-02-02 10:06:07.205086
2024-02-02 12:00:00,2024-02-02 12:35:08,0.3647738057548675,0.65853,0.814834862,0.8302583025830258,0.864834862,0.914834862,2024-02-02 12:36:07.539876
2024-02-02 15:00:00,2024-02-02 15:05:25,0.3647738057308526,0.44986,0.814834862,0.8302583025830258,0.864834862,0.914834862,2024-02-02 15:06:07.236629
2024-02-02 17:00:00,2024-02-02 17:35:41,0.3647738057153192,0.470085,0.814834862,0.862934362934363,0.864834862,0.914834862,2024-02-02 17:36:13.334748
2024-02-02 20:00:00,2024-02-02 20:06:01,0.3647738056926267,0.5036625000000001,0.814834862,0.9454545454545454,0.864834862,0.914834862,2024-02-02 20:06:07.166166
2024-02-02 22:00:00,2024-02-02 22:35:23,0.3647738056779283,0.5196500000000001,0.814834862,0.9896907216494845,0.864834862,0.9148348620000001,2024-02-02 22:36:07.229940
