Timestamp;2T1 [°C];2Q1 [pH];2S1 [1/min];2X1 [Ncm];2T4 [°C];2F1.1 [L/h];2F1.2 [L];2X11F1 [L];2X11Q1 [V% O2];2X11Q2 [V% CO2];2X11Q3 [V% CH4];2X11Q4 [ppm H2S];2V1;2V2;2R1;2H1;2L1;2P2;2P3;2P4;2P5;2V30+;2V31;Start Probenahme;Analysis time
05.04.2024 00:00:00;42.70;7.42;0.00;0.00;45.00;0.00;715.61;2.22;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:01:00;42.70;7.42;0.00;0.00;44.40;0.15;715.61;2.22;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:02:00;42.70;7.41;0.00;0.00;44.00;0.15;715.62;2.22;0.23;39.50;54.10;191.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:03:00;42.72;7.43;0.00;0.00;44.80;0.15;715.62;2.23;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:04:01;42.71;7.42;0.00;0.00;44.30;0.15;715.62;2.23;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:05:01;42.72;7.43;0.00;0.00;44.40;0.15;715.62;2.23;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:06:01;42.70;7.42;0.00;0.00;44.80;0.00;715.63;2.23;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:07:01;42.71;7.42;0.00;0.00;44.20;0.00;715.63;2.23;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:08:01;42.71;7.42;0.00;0.00;44.90;0.15;715.63;2.24;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:09:01;42.72;7.42;0.00;0.00;44.70;0.15;715.64;2.24;0.23;39.50;54.10;191.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:10:01;42.72;7.42;120.00;24.20;44.20;0.45;715.65;2.26;0.23;39.50;54.10;191.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
05.04.2024 00:11:01;42.69;7.41;120.00;27.60;45.10;0.90;715.67;2.28;0.23;39.50;54.10;191.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;04.04.2024 14:50:32;04.04.2024 14:44:07
