Timestamp;2T1 [°C];2Q1 [pH];2S1 [1/min];2X1 [Ncm];2T4 [°C];2F1.1 [L/h];2F1.2 [L];2X11F1 [L];2X11Q1 [V% O2];2X11Q2 [V% CO2];2X11Q3 [V% CH4];2X11Q4 [ppm H2S];2V1;2V2;2R1;2H1;2L1;2P2;2P3;2P4;2P5;2V30+;2V31;Start Probenahme;Analysis time
09.04.2024 00:00:54;42.75;7.44;120.00;24.20;44.90;0.75;742.55;0.07;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:01:54;42.75;7.43;120.00;23.80;44.40;0.75;742.57;0.09;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:02:54;42.77;7.44;120.00;23.40;45.00;0.75;742.58;0.10;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:03:55;42.76;7.43;0.00;0.00;44.20;0.75;742.58;0.10;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:04:55;42.77;7.43;0.00;0.00;45.00;0.15;742.58;0.10;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:05:55;42.77;7.43;0.00;0.00;44.30;0.00;742.58;0.10;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:06:55;42.76;7.44;0.00;0.00;45.10;0.00;742.58;0.10;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:07:55;42.76;7.43;0.00;0.00;44.50;0.00;742.58;0.10;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:08:55;42.76;7.44;0.00;0.00;44.00;0.15;742.58;0.11;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:09:55;42.77;7.43;0.00;0.00;45.00;0.15;742.59;0.11;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:10:55;42.76;7.45;0.00;0.00;44.40;0.15;742.59;0.11;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:11:55;42.76;7.45;0.00;0.00;44.10;0.15;742.59;0.11;0.24;39.10;50.50;176.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:12:55;42.76;7.43;0.00;0.00;44.90;0.15;742.60;0.12;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:13:56;42.77;7.43;0.00;0.00;44.30;0.30;742.60;0.12;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:14:56;42.77;7.44;0.00;0.00;44.60;0.15;742.60;0.12;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:15:56;42.76;7.44;0.00;0.00;44.70;0.15;742.60;0.12;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:16:56;42.77;7.43;0.00;0.00;44.20;0.00;742.60;0.12;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:17:56;42.78;7.43;0.00;0.00;45.00;0.15;742.61;0.13;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:18:56;42.76;7.43;120.00;23.00;44.60;0.15;742.62;0.14;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:19:56;42.75;7.43;120.00;23.30;43.90;0.90;742.64;0.16;0.24;39.10;50.50;176.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:20:56;42.75;7.43;120.00;24.20;44.60;1.20;742.66;0.17;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:21:56;42.75;7.43;120.00;24.30;44.20;1.05;742.68;0.19;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:22:56;42.74;7.44;120.00;24.70;44.50;0.75;742.68;0.19;0.24;39.10;50.50;176.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:23:57;42.75;7.44;0.00;0.00;44.90;0.60;742.69;0.20;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:24:57;42.75;7.44;0.00;0.00;44.40;0.15;742.69;0.20;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:25:57;42.77;7.44;0.00;0.00;45.00;0.00;742.69;0.20;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:26:57;42.75;7.44;0.00;0.00;44.60;0.00;742.69;0.20;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:27:57;42.75;7.44;0.00;0.00;43.90;0.00;742.69;0.20;0.24;39.10;50.50;176.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:28:57;42.76;7.43;0.00;0.00;44.90;0.15;742.70;0.20;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
09.04.2024 00:29:57;42.76;7.44;0.00;0.00;44.30;0.15;742.70;0.21;0.24;39.10;50.50;176.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;08.04.2024 22:21:15;08.04.2024 09:27:46
