Timestamp;2T1 [°C];2Q1 [pH];2S1 [1/min];2X1 [Ncm];2T4 [°C];2F1.1 [L/h];2F1.2 [L];2X11F1 [L];2X11Q1 [V% O2];2X11Q2 [V% CO2];2X11Q3 [V% CH4];2X11Q4 [ppm H2S];2V1;2V2;2R1;2H1;2L1;2P2;2P3;2P4;2P5;2V30+;2V31;Start Probenahme;Analysis time
13.03.2024 00:00:55;42.79;7.35;0.00;0.00;45.00;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.03.2024 23:56:11;12.03.2024 23:54:58
13.03.2024 00:01:55;42.79;7.35;0.00;0.00;44.50;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.03.2024 23:56:11;12.03.2024 23:54:58
13.03.2024 00:02:55;42.79;7.35;0.00;0.00;43.90;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.03.2024 23:56:11;12.03.2024 23:54:58
13.03.2024 00:03:56;42.79;7.35;0.00;0.00;44.80;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.03.2024 23:56:11;12.03.2024 23:54:58
13.03.2024 00:04:56;42.79;7.35;0.00;0.00;44.20;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.03.2024 23:56:11;12.03.2024 23:54:58
13.03.2024 00:05:56;42.78;7.34;0.00;0.00;45.10;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.03.2024 23:56:11;12.03.2024 23:54:58
13.03.2024 00:06:56;42.79;7.34;0.00;0.00;44.60;0.00;404.23;0.00;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.03.2024 00:06:25;12.03.2024 23:54:58
13.03.2024 00:07:56;42.80;7.34;0.00;0.00;44.10;0.30;404.25;0.02;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.03.2024 00:06:25;12.03.2024 23:54:58
13.03.2024 00:08:56;42.79;7.35;0.00;0.00;45.00;0.90;404.26;0.03;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.03.2024 00:06:25;12.03.2024 23:54:58
13.03.2024 00:09:56;42.79;7.35;0.00;0.00;44.40;0.60;404.28;0.05;0.00;44.50;52.60;111.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.03.2024 00:06:25;12.03.2024 23:54:58
