Timestamp;2T1 [°C];2Q1 [pH];2S1 [1/min];2X1 [Ncm];2T4 [°C];2F1.1 [L/h];2F1.2 [L];2X11F1 [L];2X11Q1 [V% O2];2X11Q2 [V% CO2];2X11Q3 [V% CH4];2X11Q4 [ppm H2S];2V1;2V2;2R1;2H1;2L1;2P2;2P3;2P4;2P5;2V30+;2V31;Start Probenahme;Analysis time
03.02.2024 00:00:35;42.76;7.30;120.00;26.60;44.90;2.10;44.13;2.25;0.00;48.00;48.50;119.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:01:35;42.75;7.32;120.00;26.80;44.00;1.05;44.15;2.27;0.00;48.00;48.50;119.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:02:35;42.75;7.32;0.00;0.00;44.60;0.75;44.15;2.27;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:03:35;42.75;7.31;0.00;0.00;44.40;0.15;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:04:35;42.75;7.32;0.00;0.00;44.60;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:05:35;42.75;7.32;0.00;0.00;44.00;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:06:35;42.76;7.31;0.00;0.00;44.60;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:07:35;42.75;7.31;0.00;0.00;44.00;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:08:35;42.76;7.32;0.00;0.00;44.80;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:09:35;42.77;7.32;0.00;0.00;44.10;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:10:35;42.76;7.31;0.00;0.00;45.00;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:11:35;42.76;7.31;0.00;0.00;44.40;0.00;44.16;2.28;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:12:35;42.77;7.32;0.00;0.00;44.50;0.60;44.17;2.29;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:13:36;42.79;7.31;0.00;0.00;44.60;0.60;44.18;2.31;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:14:36;42.76;7.32;0.00;0.00;44.00;0.90;44.19;2.32;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:15:36;42.82;7.32;0.00;0.00;44.80;0.75;44.21;2.33;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
03.02.2024 00:16:36;43.07;7.30;0.00;0.00;44.10;0.90;44.23;2.35;0.00;48.00;48.50;119.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;02.02.2024 21:48:32;02.02.2024 21:45:11
