Timestamp;2T1 [°C];2Q1 [pH];2S1 [1/min];2X1 [Ncm];2T4 [°C];2F1.1 [L/h];2F1.2 [L];2X11F1 [L];2X11Q1 [V% O2];2X11Q2 [V% CO2];2X11Q3 [V% CH4];2X11Q4 [ppm H2S];2V1;2V2;2R1;2H1;2L1;2P2;2P3;2P4;2P5;2V30+;2V31;Start Probenahme;Analysis time
21.03.2024 00:00:30;42.78;7.44;0.00;0.00;44.30;0.15;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:01:30;42.79;7.44;0.00;0.00;44.70;0.00;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:02:30;42.79;7.44;0.00;0.00;44.70;0.00;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:03:30;42.81;7.44;0.00;0.00;44.10;0.00;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:04:30;42.80;7.44;0.00;0.00;45.00;0.00;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:05:30;42.80;7.44;0.00;0.00;44.50;0.00;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:06:30;42.80;7.45;10.00;0.00;44.00;0.00;559.26;2.35;0.00;39.30;55.80;152.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:07:30;42.75;7.43;120.00;27.90;44.80;2.55;559.32;2.41;0.00;39.30;55.80;152.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:08:30;42.75;7.45;120.00;26.70;44.00;2.25;559.35;2.43;0.00;39.30;55.80;152.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
21.03.2024 00:09:30;42.73;7.45;120.00;25.10;44.60;0.75;559.36;2.45;0.00;39.30;55.80;152.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.03.2024 18:44:24;20.03.2024 18:33:54
