Timestamp;2T1 [°C];2Q1 [pH];2S1 [1/min];2X1 [Ncm];2T4 [°C];2F1.1 [L/h];2F1.2 [L];2X11F1 [L];2X11Q1 [V% O2];2X11Q2 [V% CO2];2X11Q3 [V% CH4];2X11Q4 [ppm H2S];2V1;2V2;2R1;2H1;2L1;2P2;2P3;2P4;2P5;2V30+;2V31;Start Probenahme;Analysis time
08.03.2024 00:00:34;42.75;7.33;120.00;25.40;44.40;2.25;303.32;0.25;0.00;45.00;52.40;115.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:01:34;42.74;7.34;120.00;23.90;45.00;1.35;303.33;0.27;0.00;45.00;52.40;115.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:02:34;42.75;7.34;0.00;0.00;44.10;0.75;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:03:34;42.76;7.34;0.00;0.00;44.80;0.30;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:04:34;42.75;7.34;0.00;0.00;44.10;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:05:34;42.74;7.33;0.00;0.00;44.90;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:06:34;42.76;7.34;0.00;0.00;44.20;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:07:34;42.76;7.34;0.00;0.00;45.00;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:08:35;42.76;7.33;0.00;0.00;44.40;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:09:35;42.77;7.33;0.00;0.00;44.30;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:10:35;42.76;7.34;0.00;0.00;44.70;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:11:35;42.76;7.33;0.00;0.00;44.10;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:12:35;42.75;7.33;0.00;0.00;44.90;0.00;303.34;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:13:35;42.75;7.33;0.00;0.00;44.30;0.15;303.35;0.28;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
08.03.2024 00:14:35;42.77;7.33;0.00;0.00;44.50;0.45;303.36;0.29;0.00;45.00;52.40;115.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;07.03.2024 23:50:56;07.03.2024 23:47:21
