active,ch4_error,co2/ch4_error,c2/ch4-Trlow,co2/ch4_TrHigh,final_control_signal,on_minutes_tot,on_seconds_ini,off_seconds_ini,Timestamp_control
Follower,-0.0789111943435431,-0.2205081733430353,0.1705081733430352,0.1205081733430352,-9.5e-05,0,0,9000.0,2024-02-03 01:06:07.186708
Follower,-0.0440761943574572,-0.2205081733430353,0.1705081733430352,0.1205081733430352,5.326240315111784e-05,2,60,4440.0,2024-02-03 03:36:07.195479
Follower,-0.0373911943778499,-0.230432627711934,0.180432627711934,0.1304326277119339,-9.274392763583116e-05,0,0,9000.0,2024-02-03 06:06:07.310256
Follower,-0.027918694391018,-0.1831449359797978,0.1331449359797978,0.0831449359797977,4.358492832016439e-05,1,60,8940.0,2024-02-03 08:36:07.261024
Follower,-0.0230811944227517,-0.1240211537790927,0.0740211537790926,0.0240211537790926,0.0002598667860282,4,60,2220.0,2024-02-03 13:36:07.227563
Header,-0.0881886944410461,-0.0652425074390715,0.0152425074390715,-0.0347574925609285,0.000252404121694,4,60,2220.0,2024-02-03 16:06:13.637700
Header,-0.1095736944528677,-0.0652425074390715,0.0152425074390715,-0.0347574925609285,0.0002140482254188,3,60,2940.0,2024-02-03 18:36:07.214104
Header,-0.0807061944701651,-0.0577520105868726,0.0077520105868725,-0.0422479894131274,0.0002464785418335,4,60,2220.0,2024-02-03 21:06:07.309880
Header,-0.11140119448137337,-0.07857599071317822,0.02857599071317818,-0.021424009286821866,0.00019530639966756563,3,60,2940.0,2024-02-03 23:36:07.279648
