timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2024-01-31 23:06:07.259301,-0.0652425074390715,4193.04223224484,-254.61066184562705,-0.0002984192290263,-4.083835080044884e-05,-1.2352058878927251e-05,-9.5e-05,Low,False
2024-02-01 01:36:07.253071,-0.0596898528288972,3669.521297633777,4193.04223224484,-0.0002730213868393,0.0001773573463798,0.0002034192290263,-9.5e-05,Low,False
2024-02-01 04:06:07.238841,-0.0596898528288972,3669.521297633777,3669.521297633777,-0.0002730213868393,0.0001519595041929,0.0001780213868393,-9.5e-05,Low,False
2024-02-01 06:36:07.273614,-0.0665210702033897,4313.588965353048,3669.521297633777,-0.0003042673751103,0.0001489768467208,0.0001780213868393,-9.5e-05,Low,False
2024-02-01 09:06:07.296385,-0.0665210702033897,4313.588965353048,4313.588965353048,-0.0003042673751103,0.0001802228349918,0.0002092673751103,-9.5e-05,Low,False
2024-02-01 11:36:07.282155,-0.0566207145595463,3804.002534317131,4313.588965353048,-0.0002589831483953,0.0001845455447107,0.0002092673751103,-7.443760368458394e-05,No,False
2024-02-01 14:06:07.350930,-0.0566207145595463,3380.153734184561,3804.002534317131,-0.0002589831483953,0.0001598237143112,0.0001845455447107,-9.5e-05,Low,False
2024-02-01 16:36:12.588000,-0.0553941456335878,3264.5091361384148,3380.153734184561,-0.000253372822128,0.0001397968645567,0.0001639831483953,-9.5e-05,Low,False
2024-02-01 19:06:07.270466,-0.0515773517404579,2904.6503575124543,3264.5091361384148,-0.0002359148068608,0.0001358530331761,0.000158372822128,-9.5e-05,Low,False
2024-02-01 21:36:07.239235,-0.051577351740457966,2904.6503575124543,2904.6503575124543,-0.00023591480686085473,0.0001183950179090003,0.00014091480686085473,-9.5e-05,Low,False
