timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2024-02-01 21:36:07.239235,-0.0515773517404579,2904.6503575124543,2904.6503575124543,-0.0002359148068608,0.000118395017909,0.0001409148068608,-9.5e-05,Low,False
2024-02-02 00:06:07.226005,-0.0506954410303031,2821.501170026924,2904.6503575124543,-0.0002318809472726,0.0001187800792275,0.0001409148068608,-9.5e-05,Low,False
2024-02-02 02:36:07.257777,-0.0506954410303031,2821.501170026924,2821.501170026924,-0.0002318809472726,0.0001147462196392,0.0001368809472726,-9.5e-05,Low,False
2024-02-02 05:06:07.296550,-0.0473625309236498,2507.264406441333,2821.501170026924,-0.0002166362164447,0.0001162014403837,0.0001368809472726,-9.5e-05,Low,False
2024-02-02 07:36:07.250318,-0.0473625309236498,2507.264406441333,2507.264406441333,-0.0002166362164447,0.0001009567095559,0.0001216362164447,-9.5e-05,Low,False
2024-02-02 10:06:07.227087,-0.0154234405830258,2368.453441194101,2507.264406441333,-7.054681722676003e-05,0.0001149020082095,0.0001216362164447,4.435519098279862e-05,No,False
2024-02-02 12:36:07.579878,-0.0154234405830258,2229.6424759468687,2368.453441194101,-7.054681722676003e-05,0.0001081677999743,0.0001149020082095,3.762098274758293e-05,No,False
2024-02-02 15:06:07.259630,-0.0154234405830258,2090.8315106996365,2229.6424759468687,-7.054681722676003e-05,0.0001014335917391,0.0001081677999743,3.088677451236725e-05,No,False
2024-02-02 17:36:13.377751,-0.0480995009343629,2576.7481499614023,2090.8315106996365,-0.0002200071172737,8.04323077805771e-05,0.0001014335917391,-9.5e-05,Low,False
2024-02-02 20:06:07.202168,-,15307.64914021545,,,,,-,,reselected
2024-02-02 20:06:07.210168,-0.13061968345454544,14132.07198912454,15307.64914021545,-0.000597454432121,0.0006855965261845,0.0007426279092449,8.814209406343503e-05,No,True
2024-02-02 22:36:07.269942,-0.17485585964948447,14527.7179186992,14132.07198912454,-0.000799790702036742,0.0006092506704275954,0.0006855965261845259,-9.5e-05,Low,True
