Timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2025-07-13 00:00:00,-0.04656,2349.29,0,-0.00021,-2e-05,0,-0.0001,Low,False
2025-07-13 03:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
2025-07-13 06:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
2025-07-13 09:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
2025-07-13 12:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
2025-07-13 15:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
2025-07-13 18:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
2025-07-13 21:00:00,-0.04656,2349.29,2349.29,-0.00021,9e-05,0.00011,-0.0001,Low,False
